stage,epoch,gen_loss,disc_loss,disc_acc,ms_signal,score,health,sharp_ratio,lr_factor,instance_noise,seconds,struct_dog,color_dog,sharp_dog,struct_cat,color_cat,sharp_cat
stage2,1,1.3409862046117906,1.3358175646175037,0.6402698863636364,0.5290512879947563,0.9290211063023893,0.8961853360187768,0.9290211204454978,1.0,0.05000000074505806,47.51991844177246,0.9501630663871765,0.1904880404472351,0.30516767501831055,0.879213809967041,0.18075822293758392,0.30508023500442505
stage2,2,1.1911403830949363,1.3787627653642134,0.6185064935064936,0.5098822577433153,0.9270676074721651,0.899722139081873,0.927067621585534,1.0,0.04958333447575569,37.065751791000366,0.9501281976699829,0.19026106595993042,0.3039752244949341,0.8826836347579956,0.18136750161647797,0.3049894869327545
stage2,3,1.204001807547235,1.3430711030960083,0.6296164772727273,0.5063022491219756,0.9232587906294373,0.9005329171915549,0.9232588046848221,1.0,0.04916666820645332,37.02311086654663,0.9502276182174683,0.1899256557226181,0.3025435507297516,0.8834790587425232,0.18154628574848175,0.30391925573349
stage2,4,1.1949101547142127,1.356928916720601,0.6260146103896104,0.503808693839358,0.9165247843034692,0.9008010298778064,0.9165247982563377,1.0,0.04874999821186066,37.14834761619568,0.9493134617805481,0.19060130417346954,0.30048635601997375,0.883742094039917,0.1824670284986496,0.30155307054519653
stage2,5,1.2181528288048584,1.3250819955553328,0.6364143668831169,0.4999848522923209,0.9109895911691078,0.901550505993283,0.9109896050377104,1.0,0.04833333194255829,37.013015031814575,0.9478630423545837,0.19070212543010712,0.2986190617084503,0.8844773769378662,0.1833997368812561,0.29978445172309875
stage2,6,1.253016786141829,1.28203990861967,0.6558441558441559,0.5101411718052703,0.9034352487224326,0.9019442604278164,0.9034352624760305,1.0,0.04791666567325592,37.23146152496338,0.9474343657493591,0.1911066770553589,0.29688209295272827,0.8848636746406555,0.18406593799591064,0.2965591847896576
stage2,7,1.2236917142744188,1.3124644462164345,0.6415888798701299,0.5032838981646997,0.9052657039400605,0.9023126191898247,0.9052657177215244,1.0,0.04749999940395355,37.02180814743042,0.9466890096664429,0.19093072414398193,0.29691046476364136,0.8852250576019287,0.1847282499074936,0.2977331876754761
stage2,8,1.2406509897925637,1.2504749174241896,0.669439935064935,0.5067953057103343,0.8951376085231141,0.9022485832117352,0.8951376221503913,1.0,0.047083333134651184,37.00243902206421,0.946230411529541,0.19120927155017853,0.2933049499988556,0.8851622343063354,0.1858796626329422,0.29468584060668945
stage2,9,1.249833384891609,1.2515324625101956,0.6715706168831169,0.5048876048682572,0.8881120541681838,0.9045874152919384,0.8881120676885064,1.0,0.046666666865348816,37.03766202926636,0.9444898962974548,0.19162248075008392,0.29081806540489197,0.8874567747116089,0.18697978556156158,0.29255783557891846
stage2,10,1.2589768744134284,1.2299613023733165,0.6773031655844156,0.5099725332353022,0.8817822497392003,0.9055132637455496,0.8817822631631601,1.0,0.04625000059604645,37.086697816848755,0.9433003067970276,0.1919720619916916,0.2886521518230438,0.8883650898933411,0.18762953579425812,0.2905658781528473
