species,real_struct,fake_struct,struct_ratio,real_color,fake_color,color_ratio,real_sharp,fake_sharp,sharp_ratio
dog,0.9526801705360413,0.9314104318618774,0.9776737785578827,0.2352994680404663,0.21408598124980927,0.9098446925283499,0.30989429354667664,0.3060183823108673,0.987492763850609
cat,0.9807629585266113,0.9447009563446045,0.96323065476648,0.2032681703567505,0.21822303533554077,1.0735720413915422,0.34295764565467834,0.32443657517433167,0.9459960138665182
