stage,epochs,gen_loss_last,disc_loss_last,disc_acc_last,score_best,health_last,sharp_ratio_last
stage1,150,3.385182807971905,0.4908707319916068,0.972757711038961,1.0,0.8940769484024195,0.9267519366779086
stage2,200,1.656146544914741,0.8495933343837787,0.8596793831168831,0.9930934814683986,0.9373169692089804,0.9930934965869236
stage3,100,2.014626535502347,0.6850721332933996,0.9257305194805194,1.0,0.9381761084558152,1.0278269576672343
