stage,epoch,gen_loss,disc_loss,disc_acc,ms_signal,score,health,sharp_ratio,lr_factor,instance_noise,seconds,struct_dog,color_dog,sharp_dog,struct_cat,color_cat,sharp_cat,global_epoch
stage1,11,2.531402153628213,0.8837657957882076,0.8404017857142857,0.4914952299811623,0.7796708419248375,0.9197562261890816,0.7796708537942871,1.0,0.0,36.78105521202088,0.9434707164764404,0.2279186099767685,0.254069447517395,0.9023383259773254,0.2184721827507019,0.2580744624137878,11
stage1,12,2.4548756464735253,0.8677129691297357,0.8431412337662337,0.4903348812035152,0.937434073273335,0.8479306419716741,0.9397218769686354,1.0,0.0,36.53593301773071,0.8777425289154053,0.1956493407487869,0.3016357719898224,0.8318729400634766,0.1816555857658386,0.3156411647796631,12
stage1,13,2.4226020659719194,0.7895597621992037,0.8643465909090909,0.4840327330998012,1.0,0.928990651667012,1.0779999423800184,1.0,0.0,36.513198375701904,0.9441984295845032,0.2005439549684524,0.3374333381652832,0.9113978743553162,0.1876900345087051,0.370674580335617,13
stage1,14,2.4392411283084323,0.873250623802086,0.834567775974026,0.495144321159883,0.9128877838917528,0.9314814324959838,0.9128877977892528,1.0,0.0,36.58275008201599,0.9410496950149536,0.180800125002861,0.2952197790145874,0.9138414859771729,0.1650067418813705,0.304430603981018,14
stage1,15,2.413545664254721,0.8196151024335391,0.8536424512987013,0.5008456734093752,0.9779966381616586,0.9335261486654362,0.9779966530503542,1.0,0.0,36.47228717803955,0.9500032663345336,0.1745093315839767,0.3041194081306457,0.9158474802970886,0.1470287591218948,0.3382991552352905,15
stage1,16,2.550859373111229,0.7828735655004327,0.8674411525974026,0.5059119788083163,0.9832469072963494,0.9038600540683258,0.9832469222649736,1.0,0.0,36.72264242172241,0.9175885915756226,0.1865571737289428,0.317746102809906,0.8867431879043579,0.15970379114151,0.3281212151050567,16
stage1,17,2.657075776682272,0.7726548848214088,0.8760653409090909,0.4951214085925709,0.9896683592538894,0.9203796960250916,0.9896683743202712,1.0,0.0,36.45372462272644,0.9417786598205566,0.1945910900831222,0.303453266620636,0.9029499888420104,0.1664997190237045,0.3466321229934692,17
stage1,18,2.594612017080381,0.7022633722850254,0.8966619318181818,0.5126542309661964,0.9987583876147116,0.8773702411927715,0.9987584028194773,1.0,0.0,36.520771980285645,0.8836989402770996,0.2221777290105819,0.3235638737678528,0.8607550263404846,0.2020254284143448,0.3324925005435943,18
stage1,19,2.7503926893333337,0.726485906483291,0.8925020292207793,0.5047310180478282,1.0,0.8968259995756592,1.0352041754977606,1.0,0.0,36.58155536651611,0.8995497822761536,0.2033819407224655,0.3319621980190277,0.8798423409461975,0.1819527298212051,0.3480343818664551,19
stage1,20,2.7106755310064785,0.7539594243099164,0.883015422077922,0.5065956851104637,0.9091667127521084,0.9436130303184844,0.90916672659296,1.0,0.0,36.51282477378845,0.939222812652588,0.1813652068376541,0.2924504578113556,0.9257433414459229,0.1730337888002395,0.3047556579113006,20
stage1,21,2.8109981510546302,0.6650997415765539,0.9165482954545454,0.5120401444373193,0.9030131710203732,0.8775327613458924,0.9030131847675452,1.0,0.0,36.68836498260498,0.9043356776237488,0.1903886944055557,0.2892375588417053,0.8609144687652588,0.1800067275762558,0.3039264678955078,21
stage1,22,2.9091114672747524,0.6521973571220001,0.9132508116883116,0.4980645965446125,0.9653066313610515,0.8842810841450532,0.9653066460565588,1.0,0.0,36.4477641582489,0.9185378551483154,0.1835429221391677,0.3099635243415832,0.8675349950790405,0.1718173623085022,0.3241193294525146,22
stage1,23,2.9671823119188283,0.6818676381916194,0.9107650162337664,0.5042364361224236,0.902910589306479,0.8959652806936912,0.9029106030520896,1.0,0.0,36.46727013587952,0.8909729719161987,0.1673955470323562,0.288174957036972,0.8789979219436646,0.1561408191919326,0.3049216866493225,23
stage1,24,3.050047642224795,0.5785611751791718,0.9431310876623376,0.4988811391514617,1.0,0.8510755740113572,1.004339510543209,1.0,0.0,36.62560439109802,0.9138033390045166,0.2089118808507919,0.3340036571025848,0.8349583148956299,0.1953076124191284,0.3257187902927398,24
stage1,25,3.1653103673612915,0.6520465716913149,0.917765827922078,0.5148182805482443,0.9901589708280396,0.8423301063623304,0.9991749453801138,1.0,0.0,36.64687252044678,0.8659771680831909,0.1829331368207931,0.3217052221298218,0.8263784646987915,0.1774519681930542,0.3346247673034668,25
stage1,26,3.1577681333987746,0.5638086989328459,0.9454646915584416,0.5045761419581128,0.9087379316211048,0.7724272418779391,1.1604523667634334,1.0,0.0,41.05055403709412,0.8426045179367065,0.1724045276641845,0.3647055625915527,0.7577993869781494,0.1556700021028518,0.3975630402565002,26
stage1,27,3.3351625111195946,0.7050656238933662,0.9042715097402596,0.5148946549985316,0.9409181351306652,0.8759098685121853,0.94091814945489,1.0,0.0,36.56760787963867,0.8898646831512451,0.1785321980714798,0.3032936751842499,0.8593223094940186,0.1668620854616165,0.3147690594196319,27
stage1,28,3.213308448915358,0.5980779369930168,0.9330864448051948,0.4903613808867219,0.9382801821090102,0.7975381547926587,1.0192421702044352,1.0,0.0,36.54690146446228,0.8440682888031006,0.1789843291044235,0.3210616111755371,0.7824347615242004,0.1791051030158996,0.3484499752521515,28
stage1,29,3.3143564632960727,0.6100636720657349,0.9335430194805194,0.5013717807732619,0.7932723448147216,0.7910731334791063,0.8523630430881769,1.0,0.0,36.45266532897949,0.8736580610275269,0.1915898472070694,0.2768263518810272,0.7760921716690063,0.1734738796949386,0.2830670177936554,29
stage1,30,3.164310228127938,0.7081719737548333,0.9150771103896104,0.5048297392083453,0.9170684537760888,0.8590077725876076,0.9170684677372338,1.0,0.0,36.50285768508911,0.8791524171829224,0.1862001270055771,0.2983676195144653,0.8427402973175049,0.1685902327299118,0.3040289282798767,30
stage1,31,3.2554993459156583,0.5480311164608249,0.9517045454545454,0.5015563194627886,0.9147083091340412,0.777502062763935,1.091430524933913,1.0,0.0,41.05453968048096,0.8133487701416016,0.1981905698776245,0.3565146923065185,0.762778103351593,0.1821702867746353,0.3604153990745544,31
stage1,32,3.571409335384121,0.8740340939589909,0.8874289772727273,0.5011985913499609,0.9619951514430988,0.817695878726634,1.132725858418631,1.0,0.0,36.63752770423889,0.8491242527961731,0.1709770411252975,0.3243459165096283,0.8022107481956482,0.18612702190876,0.4197099208831787,32
stage1,33,3.09353315985048,0.5860788148718995,0.9394277597402596,0.4786336189740664,0.9182058786349392,0.7804749968396982,1.2319304985058503,1.0,0.0,36.40845489501953,0.7869921326637268,0.1808574646711349,0.3896486759185791,0.7656947374343872,0.1665148884057998,0.4195719063282013,33
stage1,34,3.257207463314007,0.6100995490303287,0.9313108766233766,0.5051124471348601,0.9505275007134362,0.8079483756064207,1.1715423076984153,1.0,0.0,36.57526183128357,0.8526757955551147,0.2062237858772277,0.3670258224010467,0.7926478385925293,0.1879751086235046,0.4025274515151977,34
stage1,35,3.2545131847455906,0.5838567181067034,0.938768262987013,0.4838676595842683,0.9331483568534248,0.7944423737076951,0.9984061042699356,1.0,0.0,36.584731340408325,0.8788045048713684,0.1758262515068054,0.3089620769023895,0.7793976068496704,0.155891552567482,0.3468628823757171,35
stage1,36,3.440365458850737,0.6276101249378997,0.9355722402597404,0.5057267616321515,0.9121822509783744,0.7753549133316182,1.1972676786157048,1.0,0.0,36.60243988037109,0.8125461339950562,0.2246458977460861,0.3723176419734955,0.7606716156005859,0.2033964842557907,0.4141339063644409,36
stage1,37,3.38853866635979,0.6597930266485585,0.9202008928571428,0.4933134967630559,0.9333656335885354,0.8416094889656323,0.9426709311502468,1.0,0.0,36.555044174194336,0.9038094282150269,0.223298966884613,0.2907607555389404,0.8256714940071106,0.2201744318008422,0.3284533321857452,37
stage1,38,3.1928246834061365,0.6292442017561429,0.9267958603896104,0.4882852915045503,0.8557436896642259,0.852299183687565,0.8557437026917832,1.0,0.0,36.43558526039124,0.8719931840896606,0.1850717216730117,0.2743484377861023,0.8361587524414062,0.1898232549428939,0.2877655923366546,38
stage1,39,3.16807479827435,0.5956754219996465,0.9338981331168832,0.490970214853039,0.954986166874264,0.9011021704984788,0.954986181412656,1.0,0.0,36.57506895065308,0.8842703104019165,0.2191494107246399,0.3046469092369079,0.8882061243057251,0.2219593971967697,0.3226567208766937,39
stage1,40,3.29282029031159,0.6846530801290042,0.9119318181818182,0.4883817341420557,0.9968388289819026,0.8473130046346171,1.054925861912126,1.0,0.0,36.4982967376709,0.901296615600586,0.2038668394088745,0.328812688589096,0.8312669992446899,0.2003789991140365,0.364138513803482,40
stage1,41,3.249177323533343,0.6329617391933094,0.9233969155844156,0.4984566170673866,0.8973133299250557,0.8934176893646067,0.8973133435854556,1.0,0.0,41.04932880401611,0.8767293691635132,0.2281779497861862,0.2903606295585632,0.9253169894218444,0.2398868799209594,0.2990593314170837,41
stage1,42,3.034248814373821,0.7279319356788289,0.909750405844156,0.4963256101329605,0.9283825680266948,0.8847790944983738,0.9283825821600824,1.0,0.0,36.67013382911682,0.8964087963104248,0.1824753731489181,0.2959344983100891,0.8680235743522644,0.1858407706022262,0.313893973827362,42
stage1,43,2.974252083471843,0.746040579173472,0.8978287337662337,0.4944402707087529,0.8980363018891876,0.8704217907732815,0.8980363155605936,1.0,0.0,36.47012591362,0.8895241022109985,0.1921008080244064,0.2775325179100036,0.8539381623268127,0.1954795867204666,0.3123623430728912,43
stage1,44,3.005320826521168,0.6535865629648233,0.9143668831168832,0.4931827055943477,1.0,0.8672490936083737,1.1237122784778253,1.0,0.0,36.55343723297119,0.8693183660507202,0.1867999881505966,0.3573375344276428,0.8508255481719971,0.1929087191820144,0.3807975351810455,44
stage1,45,3.0086401004295844,0.6358080908849641,0.922280844155844,0.4958627185264191,0.9544869600640136,0.8958599919365479,0.9544869745948056,1.0,0.0,36.56529498100281,0.9050287008285522,0.2202882766723632,0.3088453114032745,0.8788946270942688,0.2220461219549179,0.3181304037570953,45
stage1,46,3.023912346982337,0.7904917690661046,0.8878348214285714,0.4889207927437571,1.0,0.8880954773528896,1.0439058362462803,1.0,0.0,36.74898195266724,0.8715065717697144,0.2135986238718032,0.3264951705932617,0.8878250122070312,0.2126680016517639,0.3592172861099243,46
stage1,47,2.936447974149283,0.6517366716614017,0.914468344155844,0.4941509586650056,0.9523249404212916,0.8929615437328317,0.9523249549191698,1.0,0.0,36.42206811904907,0.9030155539512634,0.2084403187036514,0.3054162859916687,0.8760510683059692,0.2016780823469162,0.3201392590999603,47
stage1,48,2.886183941906149,0.8392708019002691,0.8782467532467533,0.4961986828159976,0.9038090073067137,0.8914269012141453,0.9038090210660016,1.0,0.0,36.43597984313965,0.874775767326355,0.2193665951490402,0.2976115345954895,0.8925563097000122,0.2147086262702942,0.2960752546787262,48
stage1,49,2.8343336241585866,0.6466679286647152,0.9173599837662336,0.4957361647060939,0.9429224030621046,0.9200260161590122,0.9429224174168418,1.0,0.0,36.596720933914185,0.9028406739234924,0.1965787261724472,0.3002420663833618,0.922998547554016,0.187778815627098,0.3191372156143188,49
stage1,50,2.8246708891608496,0.6637288099759585,0.9190848214285714,0.5013551081155802,0.979610814285906,0.8694006781701026,0.9796108291991752,1.0,0.0,36.49258518218994,0.9146049618721008,0.2187667936086654,0.3054647743701935,0.8529363870620728,0.1981271356344223,0.3380140960216522,50
stage1,51,2.937156279365737,0.683135399957756,0.906047077922078,0.4919256188652732,0.9125594407411772,0.8684953042180248,0.9125594546336788,1.0,0.0,36.63677501678467,0.9111321568489076,0.2107367366552353,0.2950755059719085,0.8520481586456299,0.1992762833833694,0.3043591976165771,51
stage1,52,2.940222298944151,0.7225716183711957,0.9034598214285714,0.5085336747881654,0.9916571106235632,0.8684923272133508,0.9916571257202216,1.0,0.0,36.49233365058899,0.915614128112793,0.193422719836235,0.3073321580886841,0.8520452380180359,0.1916685104370117,0.3440595865249634,52
stage1,53,2.8087305109222216,0.6256007486349576,0.9239549512987012,0.4957066124135798,0.9916516662159264,0.9094196406746028,0.9916516813125016,1.0,0.0,36.451743602752686,0.9036727547645568,0.199505016207695,0.323591023683548,0.8921974897384644,0.1896336674690246,0.3277971446514129,53
stage1,54,2.8270120021536367,0.8606290933373687,0.8812905844155844,0.502284039537628,0.9349046054153286,0.905180750550024,0.9349046196480054,1.0,0.0,36.52805614471436,0.9058732390403748,0.1977448910474777,0.2996318936347961,0.8880388736724854,0.1891608834266662,0.314480721950531,54
stage1,55,2.785356164752663,0.7140879847786643,0.9032061688311688,0.4958212522717265,0.9181242605270966,0.9377333245769572,0.918124274504315,1.0,0.0,36.48447608947754,0.9297604560852052,0.2391806095838546,0.2971028685569763,0.9199749827384948,0.2168110758066177,0.3059872090816498,55
stage1,56,2.76860899584634,0.6584529303885126,0.913961038961039,0.4902729423015148,0.94999772837685,0.9082509536968704,0.9499977428392996,1.0,0.0,36.675880432128906,0.9163130521774292,0.2282001972198486,0.307603657245636,0.8910509347915649,0.2168614268302917,0.3164232075214386,56
stage1,57,2.8017991270337785,0.6705545899155853,0.9118810876623376,0.499389554386015,0.9962476451725728,0.8468104983966869,1.000685269451678,1.0,0.0,36.49225234985352,0.8787404298782349,0.1914743185043335,0.3223454058170318,0.8307740092277527,0.1750478744506836,0.3349766731262207,57
stage1,58,2.850621533858312,0.6720415887894569,0.9067573051948052,0.4925384076384755,1.0,0.9106675524297818,1.001564087597798,1.0,0.0,41.06294107437134,0.899820864200592,0.2127910405397415,0.3156985938549042,0.8934217691421509,0.1988004893064499,0.342200756072998,58
stage1,59,2.859820722372501,0.7135802062300892,0.8979301948051948,0.49742022969506,0.9933848933871696,0.91456742855271,0.9933849085101312,1.0,0.0,36.69396138191223,0.9400231242179872,0.241580843925476,0.3288670182228088,0.8972477912902832,0.225690022110939,0.3236596584320068,59
stage1,60,2.8606977741439623,0.6241504917671155,0.9250202922077922,0.5094589134315392,1.0,0.8588813410217592,1.043990769006711,1.0,0.0,36.43535161018372,0.9126818180084229,0.1978271752595901,0.3323512077331543,0.8426162600517273,0.1855576485395431,0.3534170389175415,60
stage1,61,2.8793614166123525,0.6620302962792384,0.9120840097402596,0.5009073355755249,1.0,0.8572989111495394,1.0405120193240178,1.0,0.0,36.665236949920654,0.896838903427124,0.2059288173913955,0.3368772268295288,0.8410637974739075,0.1953698396682739,0.3466059267520904,61
stage1,62,2.8618106315662333,0.7469030065195901,0.8887987012987013,0.5057694691342193,0.9988742627572528,0.904115225897525,0.9988742779637824,1.0,0.0,36.42608547210693,0.9046007990837096,0.2121107131242752,0.3153570592403412,0.8869935274124146,0.1863255649805069,0.3407754302024841,62
stage1,63,2.849377029901975,0.6593413430374938,0.9108664772727272,0.4899702091495712,0.9755080901709068,0.8699547655706495,0.9755081050217176,1.0,0.0,36.58815407752991,0.946584701538086,0.214360237121582,0.3094875812530517,0.8534799814224243,0.1920734643936157,0.3312963247299194,63
stage1,64,2.8790860539906986,0.6528053806199656,0.915635146103896,0.4961607769712225,0.9871887037956112,0.9058576849597711,0.987188718824244,1.0,0.0,41.0478584766388,0.9143674969673156,0.2083192318677902,0.3247942924499511,0.8887029886245728,0.193817913532257,0.3236622810363769,64
stage1,65,3.143535043512072,1.045029143234352,0.8649046266233766,0.5038384032713903,1.0,0.918374227713178,1.080773550522856,1.0,0.0,36.6781861782074,0.9352933764457704,0.2274986505508422,0.3471502065658569,0.9009824991226196,0.2064538449048996,0.3627796173095703,65
stage1,66,2.5987642043596737,0.6846670179398029,0.9055905032467532,0.5002902347546119,0.9207403891368092,0.8615809982194896,0.9207404031538546,1.0,0.0,36.48566484451294,0.9376218914985656,0.212835431098938,0.3005977571010589,0.8452647924423218,0.1873537749052047,0.3042107820510864,66
stage1,67,2.685021112491558,0.6308211796469503,0.9241578733766234,0.5030751003847493,0.9747570795074444,0.8986408180780426,0.974757094346822,1.0,0.0,36.6022539138794,0.926106572151184,0.2198936939239502,0.3112493753433227,0.8816227912902832,0.2029428035020828,0.3290412127971649,67
stage1,68,2.8540401721929576,0.648166314735041,0.919541396103896,0.5051400793063177,1.0,0.8948312241784929,1.024054754408439,1.0,0.0,36.58995461463928,0.9225592017173768,0.2133743911981582,0.3230166435241699,0.8778853416442871,0.2024439722299575,0.349656194448471,68
stage1,69,2.853240152458092,0.6455720879814841,0.9211647727272728,0.4980625169617789,0.9828062732382604,0.9014429692938348,0.9828062882001763,1.0,0.0,36.56368780136109,0.935542643070221,0.2172497659921646,0.3084595501422882,0.8843718767166138,0.1978175491094589,0.3371183276176452,69
stage1,70,2.884044675083904,0.6328051891419795,0.9214184253246752,0.5027481921307453,0.923936437899991,0.9463891175545798,0.923936451965692,1.0,0.0,36.51556253433228,0.929542064666748,0.213315263390541,0.286958783864975,0.9284668564796448,0.2014431208372116,0.3199491500854492,70
stage1,71,2.9132319913282023,0.7109034618774017,0.9068080357142856,0.5152043955666679,0.927332840864215,0.8819079861335004,0.9273328549816218,1.0,0.0,36.61793780326843,0.9182280898094176,0.2306995391845703,0.2966988980770111,0.8652068376541138,0.2185321301221847,0.3124400377273559,71
stage1,72,2.862768106646352,0.7337331059691193,0.9000608766233766,0.4977541020164242,0.9570943322514432,0.8720387903528382,0.9570943468219292,1.0,0.0,36.53804636001587,0.9174585938453674,0.199608638882637,0.3034925758838653,0.8555245399475098,0.1866206973791122,0.325195848941803,72
stage1,73,2.909488882337297,0.6936151002134595,0.9019886363636364,0.4975816766162971,0.8469337760763279,0.8952787469627504,0.8469337889697661,1.0,0.0,36.44009017944336,0.9347221851348876,0.2274486273527145,0.278157114982605,0.8783243894577026,0.2163242548704147,0.2781699299812317,73
stage1,74,2.8227819777154304,0.6268227944126377,0.9247159090909092,0.4947168811575159,0.9670531973310056,0.9108475093245648,0.967053212053102,1.0,0.0,36.49170422554016,0.9211145639419556,0.2087280005216598,0.293267548084259,0.8935983180999756,0.194116786122322,0.3419625759124756,74
stage1,75,2.884576924435504,0.5955651785646167,0.9356737012987012,0.5065983247447323,1.0,0.9281792052501584,1.0225703366436087,1.0,0.0,36.5254294872284,0.9288344979286194,0.2102503329515457,0.3188540637493133,0.910601794719696,0.1977934092283249,0.352843701839447,75
stage1,76,2.969763677615624,0.6245629226232504,0.92578125,0.505078655171704,1.0,0.8735465520874184,1.1257180436519,1.0,0.0,36.641902685165405,0.9279534816741944,0.1964842826128006,0.3652653098106384,0.8570037484169006,0.1817246079444885,0.3741872906684875,76
stage1,77,2.9575929990062466,0.7625793179908356,0.8869724025974026,0.505625736790818,0.977558726307388,0.875083415561567,0.9775587411894172,1.0,0.0,36.42267179489136,0.9326376914978028,0.1890376061201095,0.3204560875892639,0.8585115075111389,0.1778621822595596,0.3216748237609863,77
stage1,78,2.914346824992786,0.5992613852798164,0.9366883116883116,0.497796838159685,0.9667308883988944,0.924135035533338,0.966730903116084,1.0,0.0,36.51740097999573,0.9272894859313964,0.224695935845375,0.3078079521656036,0.9066342115402222,0.2201016396284103,0.3272104561328888,78
stage1,79,3.010328780521046,0.6609725081301355,0.9096489448051948,0.5039216558654587,0.989664457428416,0.918361469121718,0.9896644724947388,1.0,0.0,36.56553292274475,0.9370196461677552,0.222485676407814,0.3185405135154724,0.9009699821472168,0.2169589251279831,0.3315423130989074,79
stage1,80,3.0403992270494435,0.7007462285555802,0.8924005681818182,0.5006432672599693,0.971527910597804,0.9027628759579664,0.9715279253880218,1.0,0.0,36.58435964584351,0.929258406162262,0.2022880762815475,0.3186152875423431,0.8856667876243591,0.1931355744600296,0.3195541501045227,80
stage1,81,2.9286615105418417,0.6609552100107268,0.9094460227272728,0.5123644556318011,1.0,0.8990293475655972,1.065436018795003,1.0,0.0,36.60188913345337,0.9372352957725524,0.2212749868631363,0.3497706353664398,0.8820039629936218,0.2104868292808532,0.3500843942165375,81
stage1,82,3.044333702558047,0.6135946361275463,0.9249188311688312,0.5038791082122109,0.9984189741686076,0.8847176709937736,0.998418989368206,1.0,0.0,36.50396394729614,0.9149336218833924,0.2089751958847046,0.3207278251647949,0.8679633140563965,0.1944092959165573,0.3351055979728699,82
stage1,83,3.0154735097637424,0.6206537787016336,0.9250710227272728,0.5084584483078548,1.0,0.9086746604437358,1.016058008349453,1.0,0.0,36.48639130592346,0.9238712787628174,0.2116786688566208,0.321175068616867,0.8914666175842285,0.2014398127794265,0.3462449312210083,83
stage1,84,3.020593461278197,0.906547405890056,0.8616578733766234,0.504575841225587,0.981590775438137,0.8343521591224164,1.0883004895656792,1.0,0.0,36.452205419540405,0.8897954225540161,0.2074764370918274,0.3553293645381927,0.8185515999794006,0.2057782858610153,0.3595446944236755,84
stage1,85,2.865275271527179,0.61295004750227,0.929890422077922,0.5038985788048088,1.0,0.9289440524305844,1.046231278893642,1.0,0.0,36.42162990570069,0.9346030354499816,0.211110308766365,0.3219098746776581,0.9113521575927734,0.2048002332448959,0.3653301000595093,85
stage1,86,2.9412886879660864,0.6233343273014217,0.9258319805194806,0.5057718788648581,1.0,0.9102137111049918,1.0724293151411477,1.0,0.0,36.64698815345764,0.9353262782096864,0.2033942490816116,0.3502891361713409,0.8929765224456787,0.1956572532653808,0.3541595935821533,86
stage1,87,2.969237121668729,0.5940572634919897,0.9360795454545454,0.5018076912149206,1.0,0.8898295525502008,1.0169421347931,1.0,0.0,36.41289710998535,0.9141715168952942,0.1935614347457885,0.3306036591529846,0.8729783892631531,0.1957981139421463,0.3373970985412597,87
stage1,88,3.033593225014674,0.6384988899354811,0.9175121753246752,0.5001761503033824,0.9450905022933546,0.9252197588282244,0.945090516681098,1.0,0.0,36.45205569267273,0.9328804612159728,0.1936664581298828,0.3059451878070831,0.907698392868042,0.1979769319295883,0.3148582577705383,88
stage1,89,3.099961350490521,0.6446771408830371,0.9142146915584416,0.5050106199530812,1.0,0.9077024557744868,1.0576204807729608,1.0,0.0,36.51632833480835,0.9553178548812866,0.1981623619794845,0.338660180568695,0.8905128240585327,0.1945728510618209,0.356061041355133,89
stage1,90,3.153431582760501,0.6976725567470897,0.90137987012987,0.5025828910338415,1.0,0.9053546926802616,1.0536374881952764,1.0,0.0,36.52548408508301,0.9099449515342712,0.1736407279968261,0.3291605412960052,0.8882095217704773,0.1757145971059799,0.3629443645477295,90
stage1,91,3.1633075800808994,0.5560590404194671,0.9493709415584416,0.5042241196353714,0.9803857349729076,0.9130435059356138,0.980385749897974,1.0,0.0,36.65682768821716,0.9438669085502625,0.1888193488121032,0.3062255084514618,0.8957527279853821,0.1829947978258133,0.3377623856067657,91
stage1,92,3.0961796068525933,0.6639164070804398,0.9136059253246752,0.4948459070224266,0.9220570283836936,0.935542674423282,0.9220570424207832,1.0,0.0,36.43586826324463,0.9397826790809632,0.1896374076604843,0.294211745262146,0.9178258180618286,0.1923280507326126,0.3114616572856903,92
stage1,93,3.054392705490063,0.7881523045626554,0.8890523538961039,0.5022718747714897,0.9477652490252924,0.9214394489338352,0.9477652634537552,1.0,0.0,36.449458360672,0.927192747592926,0.189568817615509,0.3003641963005066,0.9039896726608276,0.1903527826070785,0.322196215391159,93
stage1,94,2.963517557490956,0.5951107562362373,0.9363839285714286,0.4944959348672396,1.0,0.896571253032842,1.097361299743455,1.0,0.0,36.55844306945801,0.936622440814972,0.1875447779893875,0.343164712190628,0.8795924186706543,0.1830095201730728,0.3776611387729645,94
stage1,95,3.0016450773585928,0.5957829491658644,0.9348112824675324,0.5078973236022057,0.9855758434032096,0.9156844736126284,0.9855758584072885,1.0,0.0,36.5384566783905,0.920195698738098,0.1905239820480346,0.3224596977233886,0.8983436822891235,0.1786720007658004,0.3249374330043793,95
stage1,96,3.128620866057161,0.6671655247737835,0.9129464285714286,0.4999107552039158,0.8463352541967655,0.9105445231549892,0.846335267081092,1.0,0.0,36.66610026359558,0.9354380965232848,0.1876469701528549,0.2704788148403168,0.8933010697364807,0.1789581775665283,0.2854550778865814,96
stage1,97,3.0654413889754903,0.623771186772879,0.92578125,0.4943679037032189,1.0,0.9088402791119256,1.0083022227021368,1.0,0.0,36.4551043510437,0.935198962688446,0.1909334659576416,0.3143988847732544,0.8916290998458862,0.1784210056066513,0.3479265570640564,97
stage1,98,3.101689480341874,0.6497541696994336,0.9177150974025974,0.5075943845433074,0.965739008067558,0.9061727614136348,0.9657390227696472,1.0,0.0,36.57191514968872,0.9369816780090332,0.203583762049675,0.312364399433136,0.8890120983123779,0.2031366676092147,0.3220024704933166,98
stage1,99,3.0559600328470204,0.5584925800174861,0.949624594155844,0.4965612958003948,0.9878437567744712,0.9201476719261128,0.9878437718130764,1.0,0.0,36.56096887588501,0.9513527154922484,0.2005146145820617,0.3144192695617676,0.9027223587036132,0.1890383213758468,0.3344675898551941,99
stage1,100,3.116628283030027,0.5873329647175678,0.9371956168831168,0.5035067359348396,0.948170086103168,0.9160640113309636,0.948170100537794,1.0,0.0,36.45730543136597,0.9180084466934204,0.1948242932558059,0.3046974539756775,0.8987160325050354,0.1843622177839279,0.3181288838386535,100
