stage,epoch,gen_loss,disc_loss,disc_acc,ms_signal,score,health,sharp_ratio,lr_factor,instance_noise,seconds,struct_dog,color_dog,sharp_dog,struct_cat,color_cat,sharp_cat
stage1,1,3.4238651994760936,0.7730891193662371,0.8967126623376623,0.27747747631042036,0.004175487590702137,0.017216747092059323,0.20614605576479977,1.0,0.0,49.21670889854431,0.01912248134613037,0.0032358348835259676,0.06878532469272614,0.01689070463180542,0.0031522251665592194,0.06662623584270477
stage1,2,4.215276965847263,0.7589362863596384,0.9026988636363636,0.3094505907653214,0.048526826410289305,0.09179818706481856,0.44933134733438396,1.0,0.0,34.23010277748108,0.10646921396255493,0.015520456247031689,0.1379973441362381,0.09005975723266602,0.015061650425195694,0.1571558117866516
stage1,3,3.0605346622405114,0.6889273764251115,0.9087357954545454,0.4221146896287992,0.50168565515569,0.7380374516828958,0.5777929187764692,1.0,0.0,35.45964169502258,0.7242515087127686,0.0832744613289833,0.18890196084976196,0.8032604455947876,0.07939977198839188,0.19063399732112885
stage1,4,3.2219090066946947,0.7462462031996095,0.8924005681818182,0.43008020675027525,0.5625309174077261,0.5204173872222358,0.9187842274600954,1.0,0.0,41.051464796066284,0.5106964111328125,0.10185542702674866,0.2997431755065918,0.5812956094741821,0.10196393728256226,0.3037804067134857
stage1,5,3.2489707160305668,0.6069854714653709,0.9347098214285714,0.44375178334000825,0.8610068616037914,0.7318558323632226,1.1096346734364853,1.0,0.0,36.47219967842102,0.7821828722953796,0.17842476069927216,0.352522611618042,0.7179962992668152,0.16123299300670624,0.3763652741909027
stage1,6,3.0883879940231127,0.7760881715780729,0.8833198051948052,0.5117089125243101,0.9428839250633221,0.8014513363038237,1.1211648854757494,1.0,0.0,36.454288959503174,0.8279221057891846,0.14356596767902374,0.3694257438182831,0.7862738370895386,0.138579860329628,0.36703601479530334
stage1,7,2.788667685025698,0.807422255540823,0.8832690746753247,0.5200252807759619,0.8759806435911345,0.9517420757344028,0.8759806569267725,1.0,0.0,36.47395420074463,0.958450973033905,0.24479882419109344,0.2970729470252991,0.9337184429168701,0.22879071533679962,0.2783341705799103
stage1,8,2.54261679424868,0.864312891062204,0.8490767045454546,0.5218197405338287,0.8928100335181632,0.9195525540637948,0.8928100471100063,1.0,0.0,36.46005868911743,0.9023760557174683,0.21401506662368774,0.2992660105228424,0.9056446552276611,0.2069980353116989,0.2871958613395691
stage1,9,2.439017281129763,0.846261457189337,0.8448153409090909,0.5182521629643131,0.9070477039297188,0.936054111675234,0.9070477177383114,1.0,0.0,36.483877182006836,0.9345971345901489,0.2438451498746872,0.2947659194469452,0.9183275699615479,0.23962779343128204,0.30104827880859375
stage1,10,2.4926600436885638,0.8570568035175274,0.8438007305194806,0.509562498950339,0.9774637667641859,0.9031077224585701,0.9774637816447692,1.0,0.0,41.050106048583984,0.9224407076835632,0.20787040889263153,0.3124094009399414,0.8860051035881042,0.2019357830286026,0.3296591341495514
stage1,11,2.531402153628213,0.8837657957882076,0.8404017857142857,0.49149522998116235,0.7796708419248375,0.9197562261890816,0.7796708537942871,1.0,0.0,36.781055212020874,0.9434707164764404,0.2279186099767685,0.254069447517395,0.9023383259773254,0.2184721827507019,0.25807446241378784
stage1,12,2.4548756464735253,0.8677129691297357,0.8431412337662337,0.4903348812035152,0.937434073273335,0.8479306419716741,0.9397218769686354,1.0,0.0,36.53593301773071,0.8777425289154053,0.19564934074878693,0.3016357719898224,0.8318729400634766,0.18165558576583862,0.3156411647796631
stage1,13,2.4226020659719194,0.7895597621992037,0.8643465909090909,0.4840327330998012,1.0,0.9289906516670121,1.0779999423800184,1.0,0.0,36.513198375701904,0.9441984295845032,0.20054395496845245,0.3374333381652832,0.9113978743553162,0.18769003450870514,0.37067458033561707
stage1,14,2.4392411283084323,0.873250623802086,0.834567775974026,0.495144321159883,0.9128877838917528,0.9314814324959838,0.9128877977892529,1.0,0.0,36.58275008201599,0.9410496950149536,0.18080012500286102,0.2952197790145874,0.9138414859771729,0.16500674188137054,0.30443060398101807
stage1,15,2.413545664254721,0.8196151024335391,0.8536424512987013,0.5008456734093752,0.9779966381616586,0.9335261486654362,0.9779966530503542,1.0,0.0,36.47228717803955,0.9500032663345337,0.17450933158397675,0.30411940813064575,0.9158474802970886,0.14702875912189484,0.3382991552352905
stage1,16,2.5508593731112295,0.7828735655004327,0.8674411525974026,0.5059119788083163,0.9832469072963494,0.9038600540683258,0.9832469222649735,1.0,0.0,36.72264242172241,0.9175885915756226,0.18655717372894287,0.317746102809906,0.8867431879043579,0.15970379114151,0.32812121510505676
stage1,17,2.6570757766822717,0.7726548848214088,0.8760653409090909,0.4951214085925709,0.9896683592538894,0.9203796960250917,0.9896683743202713,1.0,0.0,36.45372462272644,0.9417786598205566,0.19459109008312225,0.303453266620636,0.9029499888420105,0.16649971902370453,0.34663212299346924
stage1,18,2.5946120170803812,0.7022633722850254,0.8966619318181818,0.5126542309661964,0.9987583876147117,0.8773702411927715,0.9987584028194773,1.0,0.0,36.520771980285645,0.8836989402770996,0.22217772901058197,0.3235638737678528,0.8607550263404846,0.2020254284143448,0.33249250054359436
