stage,epoch,gen_loss,disc_loss,disc_acc,ms_signal,score,health,sharp_ratio,lr_factor,instance_noise,seconds,struct_dog,color_dog,sharp_dog,struct_cat,color_cat,sharp_cat
stage3,23,1.7905464838077496,0.7965772763475195,0.882711038961039,0.5044329069651566,1.0,0.936620836156846,1.0205815852436588,1.0,0.0,36.96867513656616,0.9515092372894287,0.2042558789253235,0.32549893856048584,0.9188835620880127,0.21843279898166656,0.3448924720287323
stage3,24,1.7873952543580687,0.8056117280737146,0.8762175324675324,0.5041810041898257,1.0,0.936733294027286,1.0196370712443852,1.0,0.0,36.876954555511475,0.9511875510215759,0.2040325403213501,0.32546091079711914,0.9189938902854919,0.21815192699432373,0.34431007504463196
stage3,25,1.7813379547812722,0.792083120191252,0.8831676136363636,0.5038796512337474,1.0,0.9367255173620151,1.0209065710144725,1.0,0.0,36.92674994468689,0.950887143611908,0.20379042625427246,0.32589274644851685,0.9189862608909607,0.2179686278104782,0.34471213817596436
stage3,26,1.803616197078259,0.7823667526245117,0.8905742694805194,0.500764658698788,1.0,0.9371328202055751,1.0182543731637885,1.0,0.0,37.192328691482544,0.9499278664588928,0.20419186353683472,0.32475006580352783,0.9193858504295349,0.21815337240695953,0.34411266446113586
stage3,27,1.7825909605273953,0.7883937142112039,0.884080762987013,0.503144658231116,1.0,0.9373729855010094,1.0191566022631042,1.0,0.0,36.95270013809204,0.9494562149047852,0.20389707386493683,0.3252635896205902,0.919621467590332,0.21814094483852386,0.3441917896270752
stage3,28,1.7782853005768418,0.7919588297992558,0.8831168831168831,0.5015007756747208,1.0,0.937895115667709,1.0167761710977719,1.0,0.0,37.00431990623474,0.9488868713378906,0.2039036750793457,0.3248695135116577,0.9201337099075317,0.21830634772777557,0.3430222272872925
stage3,29,1.8197715034732571,0.7900640314275568,0.8791599025974026,0.4993572347349935,1.0,0.9382050279297912,1.0137787977976462,1.0,0.0,36.94864821434021,0.9484756588935852,0.20373554527759552,0.32432228326797485,0.920437753200531,0.21821832656860352,0.34160056710243225
stage3,30,1.811309636413277,0.7832040794484028,0.8832183441558441,0.5037416800276026,1.0,0.9377674082427145,1.0135683714392723,1.0,0.0,36.90185260772705,0.9485790729522705,0.2035021334886551,0.32474955916404724,0.9200084209442139,0.21799854934215546,0.34103506803512573
stage3,31,1.8422972614114934,0.7897118422892186,0.8818486201298701,0.5018074013196029,1.0,0.9368827518129598,1.0123977330393656,0.99,0.0,37.16980743408203,0.9488129019737244,0.2036144882440567,0.32441407442092896,0.9191405177116394,0.21830861270427704,0.3406015932559967
stage3,32,1.818652815633006,0.7739601112031317,0.8934151785714286,0.5034533301731209,1.0,0.9367600263141544,1.0143240552307942,0.98,0.0,36.90641927719116,0.9487074017524719,0.20291316509246826,0.3251926600933075,0.9190201163291931,0.21798479557037354,0.34108835458755493
stage3,33,1.7820499980604494,0.7850646306942035,0.8886972402597403,0.5075496543537487,1.0,0.9370409583470634,1.0119693488919383,0.97,0.0,37.02762794494629,0.9484685063362122,0.20318816602230072,0.32460522651672363,0.9192957282066345,0.2181861251592636,0.3401290476322174
stage3,34,1.804915788885835,0.7727645078262726,0.8950892857142857,0.5004749832215247,1.0,0.9372393848218644,1.0116508510403242,0.96,0.0,37.00328803062439,0.94867342710495,0.2032105177640915,0.3243263065814972,0.919490396976471,0.21838265657424927,0.3401987552642822
stage3,35,1.8673914732871117,0.7646895786384483,0.8938717532467533,0.5017781965918355,1.0,0.9365608100217868,1.0149311066915627,0.95,0.0,36.94588804244995,0.9482312798500061,0.2035745233297348,0.3261280357837677,0.9188246726989746,0.2184709757566452,0.3405517339706421
stage3,36,1.8338195240342772,0.7745744864661972,0.8912337662337663,0.5043044318626453,1.0,0.936443127204368,1.012588015089176,0.94,0.0,37.143600940704346,0.9481115341186523,0.20379407703876495,0.32511866092681885,0.9187092185020447,0.21871598064899445,0.3400219976902008
stage3,37,1.8859010687122097,0.7660391144938283,0.8899147727272727,0.5029622947240805,1.0,0.9361534464230294,1.0150360022802993,0.93,0.0,36.96964645385742,0.9481842517852783,0.20406174659729004,0.3258032202720642,0.9184250235557556,0.218847393989563,0.34094545245170593
stage3,38,1.830741085015334,0.7813043315689285,0.8897118506493507,0.5046043554683785,1.0,0.9361230080691177,1.0161500188399193,0.92,0.0,37.014007806777954,0.947888970375061,0.20425553619861603,0.32613304257392883,0.9183951616287231,0.21896398067474365,0.3413473963737488
stage3,39,1.8381613384593616,0.7687695815965727,0.8936181006493507,0.5009218996221368,1.0,0.9359183238089815,1.019585349371046,0.91,0.0,37.05740833282471,0.9482417106628418,0.2045162469148636,0.32736003398895264,0.9181943535804749,0.2188865691423416,0.3423769772052765
stage3,40,1.8440124555067583,0.782504395231024,0.8843851461038961,0.5031772004319476,1.0,0.9357695950856768,1.018637886317591,0.9,0.0,36.99759006500244,0.9489580392837524,0.20456235110759735,0.32675406336784363,0.9180484414100647,0.21876351535320282,0.34236058592796326
stage3,41,1.817814502623174,0.7863511590214519,0.8820515422077922,0.5013463322992449,1.0,0.9353819769260837,1.0191389079380144,0.89,0.0,41.10619497299194,0.9491816163063049,0.20519644021987915,0.32679668068885803,0.9176681637763977,0.21908096969127655,0.34264707565307617
stage3,42,1.8472274851489376,0.7606227366955249,0.8965604707792207,0.5075213874315286,1.0,0.9353036634765985,1.0169633226131434,0.88,0.0,37.03995132446289,0.9493227005004883,0.20515978336334229,0.32611188292503357,0.9175913333892822,0.21895110607147217,0.34190279245376587
stage3,43,1.8424112843228626,0.7667467888299521,0.895799512987013,0.5027903012641064,1.0,0.9347529783671076,1.0157227689441002,0.87,0.0,36.85598039627075,0.9496524333953857,0.20549309253692627,0.32558560371398926,0.9170510768890381,0.21918310225009918,0.3416141867637634
stage3,44,1.8263450272671589,0.779805098261152,0.8891030844155844,0.5021709184367935,1.0,0.9348630667848479,1.0168234467048063,0.86,0.0,36.92051696777344,0.9496676921844482,0.2051318734884262,0.32584255933761597,0.9171590805053711,0.21878165006637573,0.3420802354812622
stage3,45,1.8377655543290174,0.7660267051164206,0.8964590097402597,0.5044771916680522,1.0,0.93546995045196,1.0174329027789846,0.85,0.0,36.98824119567871,0.9495217204093933,0.20489168167114258,0.3260483145713806,0.9177544713020325,0.21851976215839386,0.34227481484413147
stage3,46,1.8216683554958988,0.7652311503113091,0.8976258116883117,0.5029951500428187,1.0,0.9358065950009108,1.0200277982384165,0.8400000000000001,0.0,37.163315773010254,0.9496002793312073,0.20480561256408691,0.3271622657775879,0.9180847406387329,0.21829940378665924,0.34286537766456604
stage3,47,1.8582767263635414,0.7561412492355744,0.9011262175324676,0.505549506707625,1.0,0.9346744218968327,1.0207234574348265,0.8300000000000001,0.0,36.960001707077026,0.9492579698562622,0.20498861372470856,0.32794463634490967,0.9169740080833435,0.2183500975370407,0.3425399661064148
stage3,48,1.8704673315023448,0.7532500752380916,0.9032061688311688,0.5046538517072603,1.0,0.9340262246954693,1.0188745819432135,0.8200000000000001,0.0,37.030189514160156,0.9489635825157166,0.20496077835559845,0.3274824321269989,0.9163380861282349,0.2179328203201294,0.3417876958847046
stage3,49,1.840638313974653,0.7662570871315993,0.8951907467532467,0.4990095186543155,1.0,0.9345959869369527,1.0192172166690523,0.81,0.0,37.052653551101685,0.9490682482719421,0.20497220754623413,0.327585905790329,0.9168970584869385,0.21752209961414337,0.3419092893600464
stage3,50,1.8561621285104133,0.7566654821494957,0.8990462662337663,0.501511168170285,1.0,0.9346224762030314,1.0167900089673931,0.8,0.0,36.96133828163147,0.9492754340171814,0.20461033284664154,0.32672417163848877,0.9169230461120605,0.21714843809604645,0.3411766588687897
stage3,51,1.8720087842507795,0.7609927677488947,0.8968141233766234,0.5005775159829623,1.0,0.9354970472700131,1.015540698875934,0.79,0.0,41.105700969696045,0.9493116140365601,0.2050136774778366,0.3266269862651825,0.9177810549736023,0.21743766963481903,0.34045320749282837
stage3,52,1.8904134576970881,0.7458122960932843,0.9028003246753247,0.5040364474445195,1.0,0.9361201525748386,1.015717415276509,0.78,0.0,41.108651638031006,0.949174165725708,0.20487093925476074,0.3266311585903168,0.9183923602104187,0.21730969846248627,0.34056511521339417
stage3,53,1.9176826260306619,0.7381917749132428,0.9075689935064936,0.5012648926152812,1.0,0.9355860536342457,1.0189758479268036,0.77,0.0,37.01499390602112,0.9486389756202698,0.2051835060119629,0.32771235704421997,0.9178683757781982,0.217672660946846,0.34162428975105286
stage3,54,1.8738628563942847,0.7647549440334369,0.8928064123376623,0.5075547989312704,1.0,0.9361412346283463,1.017568604641403,0.76,0.0,36.913575410842896,0.9485788345336914,0.2052260786294937,0.32689911127090454,0.9184130430221558,0.21771305799484253,0.34151315689086914
stage3,55,1.868975388539302,0.7734239054964734,0.8874289772727273,0.5044436133527136,1.0,0.9364387528301531,1.017502001386963,0.75,0.0,36.9688982963562,0.9483617544174194,0.20513607561588287,0.3269222378730774,0.9187049269676208,0.21776069700717926,0.34144628047943115
stage3,56,1.9092077001348717,0.7355562440760723,0.9099025974025974,0.5021278807869205,1.0,0.9361496796007889,1.0195306330734613,0.74,0.0,37.20219397544861,0.9478080868721008,0.20495827496051788,0.3272891938686371,0.9184213280677795,0.21763049066066742,0.3424118757247925
stage3,57,1.9073618743326757,0.744636178790749,0.9028510551948052,0.502739787875832,1.0,0.9360908685696782,1.021110917784226,0.73,0.0,36.90738224983215,0.9477431774139404,0.20498330891132355,0.3278578221797943,0.918363630771637,0.21772034466266632,0.34288129210472107
stage3,58,1.8780797828327527,0.7465987011983797,0.9040685876623377,0.5007174560776004,1.0,0.9361188767156927,1.0177917799878544,0.72,0.0,41.10306668281555,0.9472278952598572,0.20476900041103363,0.3269493281841278,0.9183911085128784,0.21761809289455414,0.34160953760147095
stage3,59,1.9148069418870008,0.7331567545989891,0.910054788961039,0.5022347027605231,1.0,0.9358118199478895,1.0210190434039526,0.71,0.0,37.196929693222046,0.9467894434928894,0.20455890893936157,0.3277466297149658,0.9180898666381836,0.21762849390506744,0.3429321348667145
stage3,60,1.8820978124420364,0.7599192880964899,0.8963575487012987,0.50519104243873,1.0,0.9365918559276727,1.0205966934750814,0.7,0.0,36.77862882614136,0.9464998245239258,0.20468266308307648,0.3275241255760193,0.9188551306724548,0.2181088924407959,0.34287720918655396
stage3,61,1.8753776906372666,0.7546330133041779,0.8984375,0.503599451733874,1.0,0.9373463747245359,1.0197230475162953,0.6900000000000001,0.0,37.2262179851532,0.9463119506835938,0.20422877371311188,0.3271103799343109,0.9195953607559204,0.21781718730926514,0.34271708130836487
stage3,62,1.8952199839926385,0.744543152970153,0.9015320616883117,0.5017342462942198,1.0,0.9376630308135326,1.0189880978441734,0.68,0.0,36.89096808433533,0.9465686678886414,0.20424075424671173,0.3268425166606903,0.9199060201644897,0.2177315503358841,0.3425021767616272
stage3,63,1.8684027102086451,0.7489446479004699,0.9020393668831169,0.49964562871239404,1.0,0.937861214267544,1.0196176982269152,0.67,0.0,37.03138709068298,0.9467556476593018,0.20436322689056396,0.32691460847854614,0.9201004505157471,0.21774546802043915,0.3428436517715454
stage3,64,1.8883407750687042,0.7343215803047279,0.909953327922078,0.502545141554498,1.0,0.9379642550823826,1.020708394573468,0.66,0.0,36.96708273887634,0.9467765092849731,0.20427517592906952,0.32748326659202576,0.9202015399932861,0.2176913022994995,0.342991441488266
stage3,65,1.897861084380707,0.7336538511437255,0.908887987012987,0.5068864892055462,1.0,0.9379623109160649,1.0220365578367372,0.65,0.0,36.871739864349365,0.9469467401504517,0.20465274155139923,0.32783883810043335,0.9201996326446533,0.21782533824443817,0.3435083031654358
stage3,66,1.9208410018450255,0.731796734518819,0.9074675324675324,0.5018469695146982,1.0,0.9383784840184493,1.0226276390348608,0.6400000000000001,0.0,37.23320269584656,0.9470067024230957,0.20418709516525269,0.32782644033432007,0.9206079244613647,0.21735364198684692,0.34390896558761597
stage3,67,1.8879933403683948,0.7394639122021662,0.9080255681818182,0.5025651772300919,1.0,0.9387602696790893,1.021589072892226,0.63,0.0,36.86090016365051,0.9467867612838745,0.20430432260036469,0.32750365138053894,0.9209824800491333,0.21711456775665283,0.34354954957962036
stage3,68,1.9110975048758767,0.7358471309983885,0.9080762987012987,0.4999226780680867,1.0,0.9383865037045098,1.0203696616731617,0.6200000000000001,0.0,41.112191677093506,0.9463363885879517,0.20430898666381836,0.3271068334579468,0.9206157922744751,0.2170150727033615,0.34314537048339844
stage3,69,1.874950120975445,0.7448298884676648,0.9041193181818182,0.5025467930676101,1.0,0.9376371490994281,1.0221628227257744,0.61,0.0,37.14786171913147,0.9462990760803223,0.20379549264907837,0.327314168214798,0.9198806285858154,0.21649648249149323,0.3441159129142761
stage3,70,1.9206045169334907,0.7317938394360728,0.9076704545454546,0.5061179507862438,1.0,0.9370793556318381,1.02453794559358,0.6000000000000001,0.0,36.827219009399414,0.9463005065917969,0.20405970513820648,0.3283306360244751,0.9193333983421326,0.2166755050420761,0.34465959668159485
stage3,71,1.8977648824840396,0.7327894878077816,0.907416801948052,0.5025190641353656,1.0,0.9371873783728657,1.0230891433292508,0.5900000000000001,0.0,37.22786235809326,0.9465354681015015,0.20438241958618164,0.3279838562011719,0.9194393754005432,0.2169824093580246,0.3440546989440918
stage3,72,1.8996403542431919,0.7371769686797996,0.9091416396103896,0.5037259080193259,1.0,0.9377192293711538,1.023489125816406,0.5800000000000001,0.0,36.85789752006531,0.946604311466217,0.2047259360551834,0.3280845284461975,0.919961154460907,0.2172342985868454,0.3442167639732361
stage3,73,1.948089330227344,0.7202992029004283,0.9129971590909091,0.5030249248851429,1.0,0.9378291355233018,1.0226777729559482,0.5700000000000001,0.0,37.00705051422119,0.9467077851295471,0.20457474887371063,0.32838067412376404,0.9200689792633057,0.21701322495937347,0.3433876633644104
stage3,74,1.9063362796585281,0.7330388620302275,0.9080762987012987,0.49902078973782527,1.0,0.9380206966607935,1.02052473655305,0.56,0.0,37.05676484107971,0.9465551376342773,0.20468443632125854,0.3275352120399475,0.9202569127082825,0.21712641417980194,0.34281885623931885
stage3,75,1.9102220659132128,0.7215749915544089,0.916497564935065,0.5042842758166326,1.0,0.9383563691265854,1.0210586968401791,0.55,0.0,37.01742458343506,0.9466499090194702,0.20477908849716187,0.32760366797447205,0.9205862283706665,0.21713042259216309,0.3431011438369751
stage3,76,1.9323432290708864,0.7237389350866342,0.9135044642857143,0.5013916662761143,1.0,0.9387489084571702,1.0219214086134614,0.54,0.0,37.162699937820435,0.9464234113693237,0.2050430029630661,0.32807403802871704,0.9209713339805603,0.21734441816806793,0.34319746494293213
stage3,77,1.9302536791021174,0.7221145985962508,0.9150263798701299,0.506677670525266,1.0,0.9387704765522572,1.0207545812989585,0.53,0.0,36.91322994232178,0.9459741115570068,0.2052549570798874,0.32750576734542847,0.9209924936294556,0.21738308668136597,0.34299927949905396
stage3,78,1.9230372410315972,0.7266827783027252,0.9108157467532467,0.5040283013473857,1.0,0.9385786116387784,1.0205056811260305,0.52,0.0,36.92117524147034,0.9455757141113281,0.20522785186767578,0.32759174704551697,0.9208042621612549,0.21756099164485931,0.34274980425834656
stage3,79,1.9226832575612254,0.7234715680023293,0.914163961038961,0.5035395804163697,1.0,0.9380989493550813,1.0196080344032123,0.51,0.0,36.94148397445679,0.945086658000946,0.2055751234292984,0.3270999491214752,0.9203336834907532,0.217812180519104,0.34265196323394775
stage3,80,1.984215733292815,0.7079457032990146,0.9160409902597403,0.5011377551338889,1.0,0.9375132084966742,1.0221346932858884,0.5,0.0,37.012107610702515,0.9450788497924805,0.2056531459093094,0.3280359208583832,0.9197590351104736,0.2178439050912857,0.34337568283081055
stage3,81,1.9434325215104338,0.7187297096500149,0.9148741883116883,0.5047391378260279,1.0,0.9369827548679269,1.0221214905971676,0.4900000000000001,0.0,41.10808491706848,0.9452099800109863,0.20575499534606934,0.32813209295272827,0.9192386269569397,0.21794261038303375,0.34327083826065063
stage3,82,1.9773104655278193,0.7131587359812352,0.9153814935064936,0.5063827777063692,1.0,0.9362084906318995,1.022700004287471,0.48,0.0,37.04317021369934,0.9454168677330017,0.20550227165222168,0.3282758891582489,0.9184790253639221,0.21776489913463593,0.3435070514678955
stage3,83,1.9422475099563599,0.7240985175231834,0.9136566558441559,0.5014239669620216,1.0,0.9355091375543013,1.0237120743125359,0.4700000000000001,0.0,36.94136881828308,0.9455519914627075,0.20518581569194794,0.32862934470176697,0.9177929162979126,0.21750597655773163,0.34381839632987976
stage3,84,1.985212415843815,0.7057355797135985,0.9187297077922078,0.5015646548240216,1.0,0.935571350876468,1.023024354877384,0.45999999999999996,0.0,36.8868567943573,0.9456989765167236,0.20532351732254028,0.32835620641708374,0.9178539514541626,0.21754221618175507,0.3436397910118103
stage3,85,1.9468526716356154,0.7208983836235938,0.9134537337662337,0.5018497109413147,1.0,0.9358125490102587,1.0251405054179796,0.45000000000000007,0.0,36.99151158332825,0.9455882906913757,0.2055322378873825,0.3290233016014099,0.9180905818939209,0.2176450937986374,0.344362735748291
stage3,86,1.9802155355354407,0.7104759796873316,0.9146712662337663,0.5068390137189395,1.0,0.9357685014921231,1.0237739137102209,0.44000000000000006,0.0,37.16606855392456,0.9456872344017029,0.2054588347673416,0.3285368084907532,0.9180473685264587,0.2176346331834793,0.343951553106308
stage3,87,1.9777711877575168,0.7157808503547272,0.9121854707792207,0.5002259658528613,1.0,0.93586449470406,1.0257729187447102,0.43000000000000005,0.0,36.903942346572876,0.9459190368652344,0.2050706148147583,0.32908424735069275,0.9181415438652039,0.21729768812656403,0.34471720457077026
stage3,88,1.966234052336061,0.7045345267692169,0.9210633116883117,0.4991540962999517,1.0,0.9362234971656643,1.025139189686114,0.42000000000000004,0.0,41.1090042591095,0.945962131023407,0.2051657885313034,0.32883238792419434,0.9184937477111816,0.21733121573925018,0.34455278515815735
stage3,89,1.9797130451573954,0.7096336077560078,0.916599025974026,0.49770210896219524,1.0,0.9361048422650867,1.0251768922095743,0.41000000000000003,0.0,37.17228865623474,0.9458534121513367,0.2053493708372116,0.3289029896259308,0.9183773398399353,0.21747656166553497,0.3445069491863251
stage3,90,1.958838390065478,0.7103158011064901,0.9171063311688312,0.5023584083303229,1.0,0.9360419606357483,1.0257187922579616,0.4,0.0,36.82356357574463,0.945725679397583,0.2050914615392685,0.3292287290096283,0.9183156490325928,0.2172599583864212,0.3445371687412262
stage3,91,1.9582941857251255,0.713559936393391,0.917867288961039,0.5036545895136796,1.0,0.9362706431988688,1.025391764834253,0.39,0.0,37.24578881263733,0.9458348155021667,0.20472168922424316,0.32877635955810547,0.9185400009155273,0.21694715321063995,0.3447747230529785
stage3,92,1.9725188806459502,0.7160472111268477,0.9148741883116883,0.5016281062906439,1.0,0.936488086050465,1.024419892686187,0.3800000000000001,0.0,36.915592670440674,0.9458565711975098,0.20466172695159912,0.32866647839546204,0.9187533259391785,0.2168249934911728,0.3442462086677551
stage3,93,1.996009619205029,0.6960519358709261,0.9249188311688312,0.4999551649217482,1.0,0.9367687143073867,1.0259888802509327,0.37,0.0,36.92684555053711,0.9461362957954407,0.20444746315479279,0.3289359211921692,0.919028639793396,0.216562882065773,0.34500738978385925
stage3,94,1.9931783474885023,0.694473673770954,0.9260349025974026,0.5048545889266125,1.0,0.9371410829124253,1.0258922873839689,0.3600000000000001,0.0,37.034565448760986,0.9462026953697205,0.20468460023403168,0.329019159078598,0.9193939566612244,0.21666790544986725,0.344860702753067
stage3,95,1.9559029000146049,0.7158573827186188,0.9132000811688312,0.5057888015524133,1.0,0.9376743312802542,1.0263378667857783,0.35,0.0,37.02494668960571,0.9464365839958191,0.2045702338218689,0.32893988490104675,0.919917106628418,0.2165435403585434,0.34523266553878784
stage3,96,1.9528925047292338,0.7155354139092681,0.916700487012987,0.5036640623947243,1.0,0.9380497984003617,1.0270232269775847,0.3400000000000001,0.0,37.09351992607117,0.9465469121932983,0.20462925732135773,0.3292725682258606,0.9202854633331299,0.21653275191783905,0.3453501760959625
stage3,97,2.0069321006923526,0.695254524032791,0.9214184253246753,0.504184559181139,1.0,0.9380840035765139,1.0277662525211577,0.32999999999999996,0.0,36.97795104980469,0.946697473526001,0.20457519590854645,0.3294825553894043,0.9203190207481384,0.2163785696029663,0.3456282615661621
stage3,98,1.9546736091762393,0.7115565360366524,0.9185267857142857,0.5033710130623409,1.0,0.9382442150321325,1.0263506157738556,0.32000000000000006,0.0,36.94807481765747,0.9468452334403992,0.204481840133667,0.3291108310222626,0.9204761981964111,0.21617215871810913,0.34507009387016296
stage3,99,1.9676713742219007,0.7110973186307139,0.9175629058441559,0.49985950836887605,1.0,0.9384074034924252,1.0262794755129823,0.31000000000000005,0.0,36.97765326499939,0.946779727935791,0.20440368354320526,0.328951895236969,0.9206362962722778,0.21599794924259186,0.34518229961395264
stage3,100,2.014626535502347,0.6850721332933996,0.9257305194805194,0.5028472759506919,1.0,0.9381761084558153,1.0278269576672345,0.30000000000000004,0.0,37.01159310340881,0.9466579556465149,0.20440523326396942,0.3294631838798523,0.9204093813896179,0.2158527374267578,0.34568750858306885
